value,deviceid,datatype,timestamp
100,BSM_G102,HeartRate,2023-02-02 13:05:33.026734
76,BSM_G102,HeartRate,2023-02-02 13:05:34.029881
83,BSM_G102,HeartRate,2023-02-02 13:05:35.029718
49,BSM_G102,HeartRate,2023-02-02 13:05:36.030314
62,BSM_G102,HeartRate,2023-02-02 13:05:37.029628
52,BSM_G102,HeartRate,2023-02-02 13:05:38.030296
64,BSM_G102,HeartRate,2023-02-02 13:05:40.267844
73,BSM_G102,HeartRate,2023-02-02 13:05:40.461317
77,BSM_G102,HeartRate,2023-02-02 13:05:41.030559
86,BSM_G102,HeartRate,2023-02-02 13:05:42.029427
80,BSM_G102,HeartRate,2023-02-02 13:05:43.222697
70,BSM_G102,HeartRate,2023-02-02 13:05:44.029651
85,BSM_G102,HeartRate,2023-02-02 13:05:45.028973
80,BSM_G102,HeartRate,2023-02-02 13:05:46.029273
82,BSM_G102,HeartRate,2023-02-02 13:05:47.029712
68,BSM_G102,HeartRate,2023-02-02 13:05:48.029137
77,BSM_G102,HeartRate,2023-02-02 13:05:49.029286
65,BSM_G102,HeartRate,2023-02-02 13:05:50.029804
60,BSM_G102,HeartRate,2023-02-02 13:05:51.029306
66,BSM_G102,HeartRate,2023-02-02 13:05:52.029794
74,BSM_G102,HeartRate,2023-02-02 13:05:53.030189
75,BSM_G102,HeartRate,2023-02-02 13:05:54.029697
72,BSM_G102,HeartRate,2023-02-02 13:05:55.029709
61,BSM_G102,HeartRate,2023-02-02 13:05:56.029599
78,BSM_G102,HeartRate,2023-02-02 13:05:57.030067
85,BSM_G102,HeartRate,2023-02-02 13:05:58.030146
87,BSM_G102,HeartRate,2023-02-02 13:06:03.034502
55,BSM_G102,HeartRate,2023-02-02 13:06:03.034817
74,BSM_G102,HeartRate,2023-02-02 13:06:03.035246
69,BSM_G102,HeartRate,2023-02-02 13:06:03.035572
67,BSM_G102,HeartRate,2023-02-02 13:06:03.036667
76,BSM_G102,HeartRate,2023-02-02 13:06:04.030709
62,BSM_G102,HeartRate,2023-02-02 13:06:05.028692
65,BSM_G102,HeartRate,2023-02-02 13:06:06.028681
100,BSM_G102,HeartRate,2023-02-02 13:06:07.025843
94,BSM_G102,HeartRate,2023-02-02 13:06:08.028247
75,BSM_G102,HeartRate,2023-02-02 13:06:09.028251
84,BSM_G102,HeartRate,2023-02-02 13:06:10.030087
71,BSM_G102,HeartRate,2023-02-02 13:06:11.029213
79,BSM_G102,HeartRate,2023-02-02 13:06:12.029066
66,BSM_G102,HeartRate,2023-02-02 13:06:13.029695
79,BSM_G102,HeartRate,2023-02-02 13:06:14.029074
74,BSM_G102,HeartRate,2023-02-02 13:06:15.028157
69,BSM_G102,HeartRate,2023-02-02 13:06:16.027978
73,BSM_G102,HeartRate,2023-02-02 13:06:17.028781
83,BSM_G102,HeartRate,2023-02-02 13:06:18.028845
58,BSM_G102,HeartRate,2023-02-02 13:06:19.028828
90,BSM_G102,HeartRate,2023-02-02 13:06:20.028656
74,BSM_G102,HeartRate,2023-02-02 13:06:21.028803
57,BSM_G102,HeartRate,2023-02-02 13:06:22.028630
50,BSM_G102,HeartRate,2023-02-02 13:06:23.218204
78,BSM_G102,HeartRate,2023-02-02 13:06:24.027823
78,BSM_G102,HeartRate,2023-02-02 13:06:25.028646
80,BSM_G102,HeartRate,2023-02-02 13:06:26.027615
63,BSM_G102,HeartRate,2023-02-02 13:06:27.029936
88,BSM_G102,HeartRate,2023-02-02 13:06:28.028559
69,BSM_G102,HeartRate,2023-02-02 13:06:29.028558
76,BSM_G102,HeartRate,2023-02-02 13:06:30.028496
69,BSM_G102,HeartRate,2023-02-02 13:06:31.028465
67,BSM_G102,HeartRate,2023-02-02 13:06:32.028383
84,BSM_G102,HeartRate,2023-02-02 13:06:33.028625
81,BSM_G102,HeartRate,2023-02-02 13:06:34.027398
60,BSM_G102,HeartRate,2023-02-02 13:06:35.029138
87,BSM_G102,HeartRate,2023-02-02 13:06:36.027172
79,BSM_G102,HeartRate,2023-02-02 13:06:37.028446
73,BSM_G102,HeartRate,2023-02-02 13:06:38.029725
93,BSM_G102,HeartRate,2023-02-02 13:06:39.029492
67,BSM_G102,HeartRate,2023-02-02 13:06:40.028186
72,BSM_G102,HeartRate,2023-02-02 13:06:41.028151
87,BSM_G102,HeartRate,2023-02-02 13:06:42.028112
74,BSM_G102,HeartRate,2023-02-02 13:06:43.027930
76,BSM_G102,HeartRate,2023-02-02 13:06:44.025941
74,BSM_G102,HeartRate,2023-02-02 13:06:45.028107
99,BSM_G102,HeartRate,2023-02-02 13:06:46.030416
69,BSM_G102,HeartRate,2023-02-02 13:06:47.027749
71,BSM_G102,HeartRate,2023-02-02 13:06:48.028081
61,BSM_G102,HeartRate,2023-02-02 13:06:49.026763
82,BSM_G102,HeartRate,2023-02-02 13:06:50.029075
58,BSM_G102,HeartRate,2023-02-02 13:06:51.030703
71,BSM_G102,HeartRate,2023-02-02 13:06:52.030142
77,BSM_G102,HeartRate,2023-02-02 13:06:53.029401
68,BSM_G102,HeartRate,2023-02-02 13:06:54.027712
70,BSM_G102,HeartRate,2023-02-02 13:06:55.030419
